timestamp,source_ip,dest_ip,source_port,dest_port,packet_size,flags,suspicious,severity,protocol_ARP,protocol_TCP,protocol_UDP,protocol_UNKNOWN,flag_S,flag_A,flag_F,flag_R,flag_P,threat_type_NONE,threat_type_UDP_FLOOD
2025-09-09 20:54:42.637260,192.168.0.1,239.255.255.250,55309.0,1900.0,374,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:42.740669,192.168.0.1,239.255.255.250,55309.0,1900.0,368,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:42.842230,192.168.0.1,239.255.255.250,55309.0,1900.0,315,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:42.945123,192.168.0.1,239.255.255.250,55309.0,1900.0,370,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:43.086315,192.168.0.1,239.255.255.250,55309.0,1900.0,380,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:43.356445,192.168.0.106,4.213.25.241,61651.0,443.0,155,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:43.372135,4.213.25.241,192.168.0.106,443.0,61651.0,225,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:43.418912,192.168.0.106,4.213.25.241,61651.0,443.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:43.866415,192.168.0.105,239.255.255.250,34512.0,1900.0,290,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:43.968902,192.168.0.105,239.255.255.250,34512.0,1900.0,279,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:43.978993,192.168.0.105,239.255.255.250,34512.0,1900.0,346,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:44.087390,192.168.0.105,239.255.255.250,34512.0,1900.0,344,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:44.097630,192.168.0.105,239.255.255.250,34512.0,1900.0,356,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:44.173926,192.168.0.105,239.255.255.250,34512.0,1900.0,354,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:44.497144,192.168.0.106,192.168.0.1,65144.0,53.0,90,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:44.511318,192.168.0.1,192.168.0.106,53.0,65144.0,516,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:44.520393,192.168.0.106,51.105.71.136,50248.0,443.0,66,S,0,1,False,True,False,False,1,0,0,0,0,True,False
2025-09-09 20:54:44.701185,51.105.71.136,192.168.0.106,443.0,50248.0,68,SA,0,1,False,True,False,False,1,1,0,0,0,True,False
2025-09-09 20:54:44.711159,192.168.0.106,51.105.71.136,50248.0,443.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:44.719127,192.168.0.106,51.105.71.136,50248.0,443.0,251,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:44.915975,51.105.71.136,192.168.0.106,443.0,50248.0,1474,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:44.927186,51.105.71.136,192.168.0.106,443.0,50248.0,1474,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:44.939173,192.168.0.106,51.105.71.136,50248.0,443.0,66,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:44.959393,51.105.71.136,192.168.0.106,443.0,50248.0,1474,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:44.969336,51.105.71.136,192.168.0.106,443.0,50248.0,1474,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:44.979053,51.105.71.136,192.168.0.106,443.0,50248.0,653,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:44.986943,192.168.0.106,51.105.71.136,50248.0,443.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:44.995254,192.168.0.106,51.105.71.136,50248.0,443.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:45.003132,192.168.0.106,51.105.71.136,50248.0,443.0,212,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:45.146127,51.105.71.136,192.168.0.106,443.0,50248.0,105,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:45.154820,192.168.0.106,51.105.71.136,50248.0,443.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:45.162788,192.168.0.106,51.105.71.136,50248.0,443.0,974,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:45.346066,51.105.71.136,192.168.0.106,443.0,50248.0,581,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:45.400699,192.168.0.106,51.105.71.136,50248.0,443.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:46.615841,192.168.0.106,192.168.0.105,56643.0,8009.0,164,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:46.625680,192.168.0.105,192.168.0.106,8009.0,56643.0,168,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:46.635819,192.168.0.105,192.168.0.106,8009.0,56643.0,56,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:46.644437,192.168.0.105,192.168.0.106,8009.0,56643.0,164,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:46.653290,192.168.0.106,192.168.0.105,56643.0,8009.0,164,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:46.662834,192.168.0.106,192.168.0.105,56643.0,8009.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:46.676771,192.168.0.105,192.168.0.106,8009.0,56643.0,56,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:47.441910,192.168.0.106,192.168.0.105,56642.0,8009.0,164,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:47.472503,192.168.0.105,192.168.0.106,8009.0,56642.0,164,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:47.518855,192.168.0.106,192.168.0.105,56642.0,8009.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:47.553174,192.168.0.105,239.255.255.250,42855.0,1900.0,290,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:47.563063,192.168.0.105,239.255.255.250,42855.0,1900.0,279,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:47.655064,192.168.0.105,239.255.255.250,42855.0,1900.0,346,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:47.665210,192.168.0.105,239.255.255.250,42855.0,1900.0,344,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:47.757557,192.168.0.105,239.255.255.250,42855.0,1900.0,356,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:47.767518,192.168.0.105,239.255.255.250,42855.0,1900.0,354,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:49.369861,172.64.148.235,192.168.0.106,443.0,51981.0,80,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:49.403664,192.168.0.106,172.64.148.235,51981.0,443.0,82,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:49.412822,172.64.148.235,192.168.0.106,443.0,51981.0,56,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:49.663452,192.168.0.106,51.105.71.136,50248.0,443.0,511,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:49.692308,192.168.0.106,51.105.71.136,50248.0,443.0,697,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:49.824938,51.105.71.136,192.168.0.106,443.0,50248.0,56,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:49.918316,51.105.71.136,192.168.0.106,443.0,50248.0,583,PA,0,1,False,True,False,False,0,1,0,0,1,True,False
2025-09-09 20:54:49.928557,192.168.0.106,51.105.71.136,50248.0,443.0,54,A,0,1,False,True,False,False,0,1,0,0,0,True,False
2025-09-09 20:54:50.266622,192.168.0.106,173.194.14.230,61009.0,443.0,1288,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.278471,192.168.0.106,173.194.14.230,61009.0,443.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.291949,192.168.0.106,173.194.14.230,61009.0,443.0,725,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.305461,173.194.14.230,192.168.0.106,443.0,61009.0,75,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.318424,173.194.14.230,192.168.0.106,443.0,61009.0,69,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.332864,173.194.14.230,192.168.0.106,443.0,61009.0,154,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.344400,192.168.0.106,173.194.14.230,61009.0,443.0,80,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.355415,173.194.14.230,192.168.0.106,443.0,61009.0,1288,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.368595,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.385993,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.412268,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.425716,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.444206,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.462695,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.478721,192.168.0.106,173.194.14.230,61009.0,443.0,78,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.493165,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.503615,192.168.0.106,173.194.14.230,61009.0,443.0,78,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.512381,192.168.0.106,173.194.14.230,61009.0,443.0,76,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.520337,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.529432,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.538112,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.547164,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.556030,192.168.0.106,173.194.14.230,61009.0,443.0,76,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.565637,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.574994,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.584021,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.592278,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.600325,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.609149,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.617534,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.626587,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.635094,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.644089,192.168.0.106,173.194.14.230,61009.0,443.0,76,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.652923,192.168.0.106,173.194.14.230,61009.0,443.0,78,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.662532,192.168.0.106,173.194.14.230,61009.0,443.0,76,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.670878,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.679825,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.688381,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.698758,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.709257,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.718483,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.727245,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.735298,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.743713,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.751797,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.760313,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.768295,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.776366,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.784512,192.168.0.106,173.194.14.230,61009.0,443.0,78,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.792565,192.168.0.106,173.194.14.230,61009.0,443.0,76,,0,1,False,False,True,False,0,0,0,0,0,True,False
2025-09-09 20:54:50.800864,173.194.14.230,192.168.0.106,443.0,61009.0,1292,,0,1,False,False,True,False,0,0,0,0,0,True,False
